lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
4835,2024-12-30,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Ana Ribeiro,Dourados,Perdido,387.07,2025-01-06,Sem retorno
4836,2024-09-16,Consumidor Final (B2C),Ferramentas,Indicação,João Pedro,Campo Grande,Venda Fechada,407.52,2024-09-17,
4837,2024-11-15,Consumidor Final (B2C),Beleza e Higiene,Indicação,Rafael Torres,Campo Grande,Perdido,358.7,2024-11-24,Fora do orçamento (B2B)
4838,2024-03-27,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Ana Ribeiro,Campo Grande,Venda Fechada,205.06,2024-04-11,
4839,2024-10-10,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,370.34,2024-10-12,
4840,2025-07-19,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Rafael Torres,Campo Grande,Perdido,408.69,2025-07-21,Preço
4841,2024-08-25,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Fernanda Lima,Três Lagoas,Proposta Enviada,362.67,,
4842,2024-10-18,Conta Corporativa (B2B),Utilidades Domésticas,Vendedor Externo (B2B),Rafael Torres,Campo Grande,Perdido,2763.28,2024-11-06,Sem retorno
4843,2024-01-23,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Venda Fechada,426.03,2024-01-24,
4844,2024-06-01,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Mariana Alves,Dourados,Perdido,195.48,2024-06-08,Sem retorno
4845,2024-05-09,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Campo Grande,Perdido,219.34,2024-05-27,Preço
4846,2024-04-26,Consumidor Final (B2C),Moda e Vestuário,Vendedor Externo (B2B),Fernanda Lima,Dourados,Perdido,309.3,2024-05-01,Concorrente
4847,2024-03-30,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Fernanda Lima,Três Lagoas,Venda Fechada,4389.37,2024-04-22,
4848,2024-08-30,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Rafael Torres,Campo Grande,Perdido,255.8,2024-09-13,Fora do orçamento (B2B)
4849,2024-10-23,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Mariana Alves,Três Lagoas,Perdido,331.6,2024-10-27,Fora do orçamento (B2B)
4850,2025-06-25,Conta Corporativa (B2B),Ferramentas,E-commerce,Carlos Souza,Campo Grande,Perdido,11172.97,2025-07-05,Prazo de entrega incompatível
4851,2025-11-06,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Mariana Alves,Campo Grande,Perdido,234.45,2025-11-23,Concorrente
4852,2025-02-24,Consumidor Final (B2C),Brinquedos,E-commerce,Fernanda Lima,Campo Grande,Venda Fechada,303.1,2025-03-21,
4853,2025-05-02,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Fernanda Lima,Dourados,Proposta Enviada,413.81,,
4854,2024-09-06,Consumidor Final (B2C),Brinquedos,Marketplace,Fernanda Lima,Dourados,Venda Fechada,256.39,2024-09-11,
4855,2024-07-01,Conta Corporativa (B2B),Moda e Vestuário,Vendedor Externo (B2B),Rafael Torres,Corumbá,Qualificado,7181.47,,
4856,2024-03-19,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Carlos Souza,Dourados,Venda Fechada,382.96,2024-03-22,
4857,2025-09-21,Consumidor Final (B2C),Eletrônicos,Indicação,João Pedro,Campo Grande,Qualificado,152.46,,
4858,2025-06-14,Conta Corporativa (B2B),Móveis,Loja Física,Ana Ribeiro,Dourados,Perdido,9759.45,2025-06-29,Preço
4859,2024-07-08,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Dourados,Perdido,305.91,2024-07-18,Desistência da compra
4860,2025-12-06,Consumidor Final (B2C),Beleza e Higiene,Indicação,Fernanda Lima,Corumbá,Venda Fechada,332.59,2025-12-11,
4861,2024-12-08,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Fernanda Lima,Dourados,Venda Fechada,271.36,2024-12-09,
4862,2024-02-01,Consumidor Final (B2C),Eletrônicos,E-commerce,João Pedro,Dourados,Perdido,338.33,2024-02-10,Prazo de entrega incompatível
4863,2024-04-16,Consumidor Final (B2C),Móveis,E-commerce,Ana Ribeiro,Campo Grande,Venda Fechada,338.76,2024-05-12,
4864,2024-04-26,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Qualificado,57.79,,
4865,2024-08-04,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,João Pedro,Campo Grande,Venda Fechada,367.31,2024-08-20,
4866,2024-11-09,Consumidor Final (B2C),Eletrônicos,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Proposta Enviada,379.14,,
4867,2025-07-17,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Ana Ribeiro,Ponta Porã,Venda Fechada,352.34,2025-08-13,
4868,2024-11-23,Consumidor Final (B2C),Ferramentas,E-commerce,Mariana Alves,Corumbá,Perdido,300.64,2024-12-11,Sem retorno
4869,2025-05-27,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Dourados,Perdido,304.03,2025-05-29,Sem retorno
4870,2024-04-21,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Rafael Torres,Dourados,Perdido,105.26,2024-05-10,Prazo de entrega incompatível
4871,2025-12-22,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Mariana Alves,Corumbá,Lead,388.12,,
4872,2024-07-08,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Ponta Porã,Perdido,298.39,2024-07-21,Sem retorno
4873,2025-10-07,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Ponta Porã,Lead,479.83,,
4874,2025-03-09,Consumidor Final (B2C),Casa e Decoração,Google Ads,João Pedro,Campo Grande,Venda Fechada,380.65,2025-03-25,
4875,2025-02-20,Conta Corporativa (B2B),Papelaria e Escritório,E-commerce,Ana Ribeiro,Ponta Porã,Perdido,6424.43,2025-03-09,Concorrente
4876,2024-06-17,Consumidor Final (B2C),Móveis,E-commerce,Mariana Alves,Campo Grande,Perdido,550.58,2024-07-03,Preço
4877,2024-02-09,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),João Pedro,Campo Grande,Venda Fechada,228.72,2024-02-29,
4878,2025-11-05,Consumidor Final (B2C),Móveis,Marketplace,Fernanda Lima,Três Lagoas,Perdido,453.14,2025-11-12,Prazo de entrega incompatível
4879,2025-01-03,Consumidor Final (B2C),Móveis,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,281.96,2025-01-06,
4880,2025-08-12,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Perdido,249.98,2025-08-23,Fora do orçamento (B2B)
4881,2024-09-12,Consumidor Final (B2C),Casa e Decoração,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,349.2,2024-10-07,
4882,2024-07-06,Consumidor Final (B2C),Casa e Decoração,Loja Física,Carlos Souza,Campo Grande,Qualificado,298.12,,
4883,2024-01-19,Consumidor Final (B2C),Ferramentas,Marketplace,Carlos Souza,Dourados,Proposta Enviada,287.9,,
4884,2024-05-17,Consumidor Final (B2C),Brinquedos,Marketplace,Rafael Torres,Dourados,Perdido,381.23,2024-05-18,Preço
4885,2025-06-06,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Rafael Torres,Dourados,Venda Fechada,252.0,2025-06-25,
4886,2025-02-04,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Rafael Torres,Campo Grande,Venda Fechada,259.98,2025-02-15,
4887,2024-10-29,Conta Corporativa (B2B),Papelaria e Escritório,Loja Física,Carlos Souza,Campo Grande,Perdido,13869.95,2024-11-10,Concorrente
4888,2024-04-21,Consumidor Final (B2C),Eletrônicos,E-commerce,Carlos Souza,Campo Grande,Perdido,480.29,2024-04-24,Sem retorno
4889,2025-10-15,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Fernanda Lima,Campo Grande,Qualificado,141.71,,
4890,2024-08-24,Conta Corporativa (B2B),Papelaria e Escritório,Indicação,Fernanda Lima,Campo Grande,Perdido,7977.55,2024-08-30,Desistência da compra
4891,2025-10-15,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Rafael Torres,Dourados,Perdido,260.64,2025-10-30,Sem retorno
4892,2025-06-21,Consumidor Final (B2C),Brinquedos,Google Ads,Carlos Souza,Três Lagoas,Venda Fechada,427.3,2025-07-11,
4893,2025-07-19,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Campo Grande,Venda Fechada,411.64,2025-08-01,
4894,2024-11-20,Conta Corporativa (B2B),Papelaria e Escritório,E-commerce,Fernanda Lima,Dourados,Perdido,8266.98,2024-11-27,Concorrente
4895,2024-03-28,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Carlos Souza,Campo Grande,Perdido,7049.64,2024-04-09,Desistência da compra
4896,2025-06-25,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Fernanda Lima,Campo Grande,Venda Fechada,167.36,2025-07-13,
4897,2024-07-21,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Carlos Souza,Dourados,Qualificado,453.65,,
4898,2025-04-12,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Carlos Souza,Corumbá,Perdido,264.54,2025-04-18,Prazo de entrega incompatível
4899,2025-08-11,Consumidor Final (B2C),Brinquedos,E-commerce,Ana Ribeiro,Campo Grande,Perdido,303.64,2025-08-19,Preço
4900,2024-04-12,Conta Corporativa (B2B),Brinquedos,Google Ads,João Pedro,Campo Grande,Perdido,8155.35,2024-04-14,Prazo de entrega incompatível
4901,2024-02-21,Conta Corporativa (B2B),Eletrônicos,Marketplace,Ana Ribeiro,Três Lagoas,Proposta Enviada,6437.24,,
4902,2024-04-27,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Campo Grande,Proposta Enviada,329.27,,
4903,2024-12-31,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Rafael Torres,Dourados,Perdido,326.09,2025-01-19,Concorrente
4904,2024-10-01,Conta Corporativa (B2B),Papelaria e Escritório,Indicação,Rafael Torres,Dourados,Perdido,6745.84,2024-10-05,Fora do orçamento (B2B)
4905,2025-02-10,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Fernanda Lima,Campo Grande,Perdido,316.22,2025-02-12,Fora do orçamento (B2B)
4906,2025-06-15,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Campo Grande,Perdido,185.98,2025-06-25,Concorrente
4907,2024-05-07,Conta Corporativa (B2B),Casa e Decoração,Indicação,Fernanda Lima,Três Lagoas,Venda Fechada,9666.38,2024-05-18,
4908,2024-05-12,Conta Corporativa (B2B),Eletrônicos,Loja Física,João Pedro,Campo Grande,Venda Fechada,9041.84,2024-05-22,
4909,2024-08-29,Consumidor Final (B2C),Móveis,Loja Física,Carlos Souza,Três Lagoas,Venda Fechada,308.42,2024-09-03,
4910,2025-10-30,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,262.0,2025-11-11,Sem retorno
4911,2024-10-14,Conta Corporativa (B2B),Beleza e Higiene,Marketplace,Ana Ribeiro,Ponta Porã,Venda Fechada,5073.83,2024-10-28,
4912,2024-02-16,Consumidor Final (B2C),Ferramentas,Marketplace,João Pedro,Campo Grande,Lead,186.41,,
4913,2025-07-25,Conta Corporativa (B2B),Alimentos e Bebidas,Google Ads,Carlos Souza,Ponta Porã,Perdido,7004.75,2025-08-10,Prazo de entrega incompatível
4914,2024-10-24,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Três Lagoas,Perdido,275.45,2024-11-01,Fora do orçamento (B2B)
4915,2025-11-20,Consumidor Final (B2C),Casa e Decoração,Indicação,Fernanda Lima,Dourados,Perdido,224.26,2025-12-09,Prazo de entrega incompatível
4916,2024-06-29,Consumidor Final (B2C),Móveis,Indicação,Mariana Alves,Campo Grande,Qualificado,223.82,,
4917,2025-08-13,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Ana Ribeiro,Corumbá,Venda Fechada,286.98,2025-08-24,
4918,2025-02-24,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Campo Grande,Qualificado,291.13,,
4919,2024-06-17,Consumidor Final (B2C),Eletrônicos,Google Ads,Mariana Alves,Corumbá,Perdido,359.49,2024-07-03,Sem retorno
4920,2025-01-29,Conta Corporativa (B2B),Brinquedos,Google Ads,Fernanda Lima,Dourados,Proposta Enviada,5641.72,,
4921,2025-08-14,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Três Lagoas,Perdido,362.06,2025-08-20,Desistência da compra
4922,2025-12-11,Conta Corporativa (B2B),Eletrônicos,E-commerce,Fernanda Lima,Dourados,Qualificado,6567.65,,
4923,2024-12-12,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Mariana Alves,Dourados,Perdido,510.39,2024-12-22,Concorrente
4924,2024-11-13,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Rafael Torres,Dourados,Venda Fechada,266.77,2024-12-07,
4925,2024-10-03,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Campo Grande,Lead,174.65,,
4926,2024-06-15,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Rafael Torres,Campo Grande,Qualificado,5600.14,,
4927,2024-01-20,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,471.68,2024-01-25,
4928,2025-02-26,Consumidor Final (B2C),Eletrônicos,Google Ads,Rafael Torres,Campo Grande,Proposta Enviada,246.55,,
4929,2025-10-28,Conta Corporativa (B2B),Papelaria e Escritório,E-commerce,João Pedro,Corumbá,Venda Fechada,9573.76,2025-11-24,
4930,2025-02-17,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Dourados,Perdido,270.13,2025-03-02,Sem retorno
4931,2025-04-10,Consumidor Final (B2C),Móveis,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Perdido,363.67,2025-04-24,Desistência da compra
4932,2025-06-22,Conta Corporativa (B2B),Móveis,E-commerce,Ana Ribeiro,Dourados,Venda Fechada,10789.05,2025-07-06,
4933,2025-06-30,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Mariana Alves,Três Lagoas,Venda Fechada,431.12,2025-07-09,
4934,2024-07-20,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Ana Ribeiro,Dourados,Perdido,283.73,2024-07-23,Desistência da compra
4935,2025-06-28,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Fernanda Lima,Campo Grande,Perdido,226.24,2025-07-05,Concorrente
4936,2024-08-19,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Carlos Souza,Ponta Porã,Perdido,360.33,2024-08-24,Fora do orçamento (B2B)
4937,2025-02-05,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Campo Grande,Perdido,243.84,2025-02-10,Fora do orçamento (B2B)
4938,2025-01-04,Consumidor Final (B2C),Brinquedos,Vendedor Externo (B2B),Ana Ribeiro,Dourados,Perdido,265.89,2025-01-21,Concorrente
4939,2024-08-04,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Rafael Torres,Ponta Porã,Venda Fechada,452.77,2024-08-14,
4940,2025-08-14,Conta Corporativa (B2B),Brinquedos,E-commerce,Carlos Souza,Três Lagoas,Perdido,6422.29,2025-09-02,Concorrente
4941,2024-02-04,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Mariana Alves,Corumbá,Venda Fechada,382.37,2024-02-23,
4942,2024-07-01,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Mariana Alves,Corumbá,Venda Fechada,220.83,2024-07-27,
4943,2024-10-19,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,João Pedro,Dourados,Perdido,7746.65,2024-11-02,Sem retorno
4944,2025-11-11,Consumidor Final (B2C),Eletrônicos,Google Ads,João Pedro,Campo Grande,Perdido,451.42,2025-11-26,Desistência da compra
4945,2024-11-24,Consumidor Final (B2C),Brinquedos,Loja Física,João Pedro,Dourados,Lead,470.3,,
4946,2024-12-31,Conta Corporativa (B2B),Casa e Decoração,Indicação,Carlos Souza,Dourados,Perdido,9221.21,2025-01-08,Desistência da compra
4947,2024-07-16,Consumidor Final (B2C),Móveis,Loja Física,João Pedro,Campo Grande,Perdido,300.84,2024-08-01,Prazo de entrega incompatível
4948,2024-07-22,Consumidor Final (B2C),Casa e Decoração,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,286.96,2024-07-27,
4949,2025-02-06,Consumidor Final (B2C),Brinquedos,Indicação,Rafael Torres,Campo Grande,Perdido,233.26,2025-02-07,Sem retorno
4950,2025-03-15,Consumidor Final (B2C),Brinquedos,Loja Física,Carlos Souza,Corumbá,Lead,275.05,,
4951,2025-08-02,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Campo Grande,Qualificado,221.96,,
4952,2025-06-11,Consumidor Final (B2C),Beleza e Higiene,Indicação,Rafael Torres,Ponta Porã,Perdido,239.33,2025-06-16,Desistência da compra
4953,2025-05-19,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,João Pedro,Três Lagoas,Lead,293.95,,
4954,2024-03-02,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Ana Ribeiro,Campo Grande,Venda Fechada,231.86,2024-03-19,
4955,2024-12-13,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Três Lagoas,Perdido,274.77,2024-12-26,Prazo de entrega incompatível
4956,2024-07-30,Consumidor Final (B2C),Moda e Vestuário,Loja Física,João Pedro,Três Lagoas,Perdido,317.77,2024-08-07,Prazo de entrega incompatível
4957,2024-06-19,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Lead,163.85,,
4958,2025-07-16,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Ana Ribeiro,Campo Grande,Perdido,152.48,2025-07-26,Concorrente
4959,2025-03-30,Consumidor Final (B2C),Brinquedos,Indicação,Carlos Souza,Campo Grande,Perdido,286.49,2025-04-02,Fora do orçamento (B2B)
4960,2025-07-01,Conta Corporativa (B2B),Casa e Decoração,E-commerce,João Pedro,Campo Grande,Venda Fechada,8024.3,2025-07-30,
4961,2025-05-25,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Campo Grande,Perdido,330.23,2025-06-07,Desistência da compra
4962,2025-07-30,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,Rafael Torres,Ponta Porã,Perdido,267.56,2025-08-01,Prazo de entrega incompatível
4963,2025-08-03,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,324.32,2025-08-22,Preço
4964,2024-07-26,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,João Pedro,Corumbá,Perdido,455.42,2024-08-13,Concorrente
4965,2024-06-14,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Fernanda Lima,Três Lagoas,Venda Fechada,98.05,2024-06-17,
4966,2025-05-31,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Fernanda Lima,Corumbá,Venda Fechada,333.79,2025-06-02,
4967,2025-04-05,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Fernanda Lima,Corumbá,Perdido,346.5,2025-04-06,Desistência da compra
4968,2025-11-10,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,João Pedro,Ponta Porã,Venda Fechada,326.18,2025-12-09,
4969,2025-11-28,Consumidor Final (B2C),Utilidades Domésticas,Indicação,João Pedro,Campo Grande,Perdido,340.43,2025-12-06,Fora do orçamento (B2B)
4970,2024-03-28,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Ponta Porã,Proposta Enviada,227.23,,
4971,2025-08-03,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Ana Ribeiro,Dourados,Venda Fechada,348.78,2025-08-10,
4972,2024-04-01,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Carlos Souza,Três Lagoas,Venda Fechada,322.98,2024-04-19,
4973,2025-10-02,Conta Corporativa (B2B),Ferramentas,Indicação,Fernanda Lima,Ponta Porã,Perdido,9915.53,2025-10-06,Concorrente
4974,2024-06-06,Consumidor Final (B2C),Ferramentas,Loja Física,Fernanda Lima,Dourados,Venda Fechada,432.73,2024-06-23,
4975,2024-07-20,Consumidor Final (B2C),Brinquedos,E-commerce,João Pedro,Campo Grande,Perdido,332.33,2024-08-02,Preço
4976,2024-11-26,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Fernanda Lima,Corumbá,Perdido,382.01,2024-12-11,Prazo de entrega incompatível
4977,2025-10-16,Consumidor Final (B2C),Eletrônicos,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Venda Fechada,225.48,2025-10-24,
4978,2025-07-15,Conta Corporativa (B2B),Eletrônicos,E-commerce,Ana Ribeiro,Ponta Porã,Perdido,10819.89,2025-07-17,Prazo de entrega incompatível
4979,2024-06-02,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Corumbá,Perdido,284.41,2024-06-19,Prazo de entrega incompatível
4980,2025-11-08,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Carlos Souza,Ponta Porã,Perdido,283.26,2025-11-26,Fora do orçamento (B2B)
4981,2024-05-17,Consumidor Final (B2C),Móveis,Marketplace,Fernanda Lima,Campo Grande,Perdido,360.23,2024-05-20,Concorrente
4982,2024-12-09,Consumidor Final (B2C),Papelaria e Escritório,Vendedor Externo (B2B),Fernanda Lima,Três Lagoas,Lead,389.33,,
4983,2024-11-02,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Dourados,Perdido,168.34,2024-11-04,Concorrente
4984,2024-07-24,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Rafael Torres,Dourados,Perdido,409.1,2024-08-09,Prazo de entrega incompatível
4985,2025-10-02,Consumidor Final (B2C),Ferramentas,Loja Física,Fernanda Lima,Ponta Porã,Qualificado,332.23,,
4986,2025-01-03,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Ana Ribeiro,Campo Grande,Perdido,227.95,2025-01-17,Prazo de entrega incompatível
4987,2024-01-05,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,Carlos Souza,Corumbá,Perdido,300.74,2024-01-09,Preço
4988,2024-10-18,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Perdido,201.5,2024-10-31,Concorrente
4989,2025-04-19,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Venda Fechada,467.2,2025-05-01,
4990,2025-06-29,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Corumbá,Proposta Enviada,218.83,,
4991,2025-01-03,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Carlos Souza,Ponta Porã,Perdido,376.58,2025-01-13,Preço
